pl_name,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_age,sy_dist,discoverymethod,disc_year_y,disc_facility,habitability_percent,cluster,cluster_label
GJ 15 A c,2,2,0,7600,5.4,,,36,,0.27,,,,,,3607,0.38,0.38,-0.34,-1.655,,3.56228,Radial Velocity,2018,Roque de los Muchachos Observatory,Not enough data,,
GJ 160.2 b,1,1,0,5.2354,0.053,,,10.2,,0.06,,,,,,4347,,0.69,,-0.79588,,25.8557,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 163 b,1,3,0,8.63182,0.0607,,,10.6,,0.073,,,,,,,,,,,,15.1285,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 163 c,1,3,0,25.63058,0.1254,,,6.8,,0.099,,,,,,,,,,,,15.1285,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 163 d,1,3,0,603.95116,1.0304,,,29.4,,0.373,,,,,,,,,,,,15.1285,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 179 b,1,1,0,2303,2.424,,301.9369867,260.61,,0.179,,,61,,,3370,0.3807435,0.357,0.3,-1.796,,12.356,Radial Velocity,2009,W. M. Keck Observatory,Not enough data,,
GJ 180 b,1,3,0,17.2565,0.0975,,,7.395,,0.09,,,,,,3371,,0.43,,-1.88606,,11.9407,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 180 c,1,3,0,24.329,0.129,,,6.4,,0.09,,,,,,3371,,0.43,,-1.88606,,11.9407,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 180 d,1,3,0,106.3,0.309,,,7.56,,0.14,,,,,,,,0.43,,,,11.9407,Radial Velocity,2020,Multiple Facilities,Not enough data,,
GJ 2030 b,1,2,0,2.38129,0.034,,,4.76742611,,0.239,,,,,,,,0.96,,,,37.0788,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GJ 2030 c,1,2,0,25533.11353,16.761,,4069.157095,4069.157095,,0.041,,,16.999,,,,,0.96,,,,37.0788,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GJ 2056 b,1,1,0,69.971,0.283,,,16.2,,0.72,,,,,,,,0.62,,,,28.4434,Radial Velocity,2020,Multiple Observatories,Not enough data,,
GJ 2126 b,1,1,0,272.7,0.71,,,413.1769291,,0.85,,,,,,4159,0.728,0.65,0.6,-0.84527,,38.129,Radial Velocity,2025,La Silla Observatory,Not enough data,,
GJ 229 A c,3,2,0,121.96384,0.3615,,,7.924683495,,0.278,,,,,,,,0.5445,,,,5.75624,Radial Velocity,2020,Multiple Facilities,Not enough data,,
GJ 229 b,3,2,0,526.115,0.97,,,14.93793513,,0.1,,,,,,3564,,0.58,,-1.55284,,5.75624,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 27.1 b,1,1,0,15.819,0.101,,,13,,0.08,,,,,,3542,,0.53,,-1.58503,,23.6062,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 273 b,1,2,0,18.6498,0.091101,,,2.89,,0.1,1.06,,,,,3382,0.293,0.29,0.09,-2.05552,,5.921535,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 273 c,1,2,0,4.7234,0.036467,,,1.18,,0.17,6.66,,,,,3382,0.293,0.29,0.09,-2.05552,,5.921535,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3021 b,2,1,0,133.71,0.49,,,1071.04,,0.511,,350,,,,5540,0.9,0.9,0.1,-0.18,,17.5559,Radial Velocity,2000,La Silla Observatory,Not enough data,,
GJ 3082 b,1,1,0,11.949,0.079,,,8.2,,0.22,,,,,,,,0.47,,,,16.6186,Radial Velocity,2020,Multiple Facilities,Not enough data,,
GJ 3138 b,1,3,0,1.22003,0.0197,,,1.78,,0.19,118.1,,,,,3717,0.5,0.681,-0.3,-1.34679,,28.4712,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3138 c,1,3,0,5.974,0.057,,,4.18,,0.11,13.9,,,,,3717,0.5,0.681,-0.3,-1.34679,,28.4712,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3138 d,1,3,0,257.8,0.698,,,10.5,,0.32,0.1,,,,,3717,0.5,0.681,-0.3,-1.34679,,28.4712,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 317 b,1,2,0,694.13,1.1505,,794.5,573.0180191,,0.104,,,45,,,3501.365,0.431834,0.42,0.3007,,5,15.1968,Radial Velocity,2007,W. M. Keck Observatory,Not enough data,,
GJ 317 c,1,2,0,7119.6615,5.78,,,527.1134625,,0.279,,,,,,3501.365,0.431834,0.42,0.33035,,5,15.1968,Radial Velocity,2018,W. M. Keck Observatory,Not enough data,,
GJ 3222 b,2,1,0,10.66669,0.091,,,11.44182265,,0.929,,,,,,,,0.89,,,,18.23817,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GJ 328 b,1,2,0,3935.5,4.305,,,764.3746508,,0.2985,,,,,,3898.5,0.63,0.67,-0.03,-1.08,,20.5266,Radial Velocity,2013,McDonald Observatory,Not enough data,,
GJ 328 c,1,2,0,241.8,0.657,,,21.4,,,,,,,,3897,0.63,0.65,-0.06,-1.08,,20.5266,Radial Velocity,2023,Roque de los Muchachos Observatory,Not enough data,,
GJ 3293 b,1,4,0,30.59935,0.143395,,,24.63,,0.065,1.07,,,,,3466,0.404,0.42,0.02,-1.65779,,20.1903,Radial Velocity,2015,La Silla Observatory,Not enough data,,
GJ 3293 c,1,4,0,123.1848,0.362875,,,23.405,,0.22,0.17,,,,,3466,0.404,0.42,0.02,-1.65779,,20.1903,Radial Velocity,2015,La Silla Observatory,Not enough data,,
GJ 3293 d,1,4,0,48.1345,0.19394,,,7.6,,0.12,0.59,,,,,3466,0.404,0.42,0.02,-1.65758,,20.1903,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3293 e,1,4,0,13.2543,0.08208,,,3.28,,0.21,3.34,,,,,3466,0.404,0.42,0.02,-1.65758,,20.1903,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3323 b,1,2,0,5.3636,0.03282,,,2.02,,0.23,2.58,,,,,3159,0.119,0.164,-0.27,-2.56864,,5.37484,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3323 c,1,2,0,40.54,0.1264,,,2.31,,0.17,0.17,,,,,3159,0.119,0.164,-0.27,-2.56864,,5.37484,Radial Velocity,2017,La Silla Observatory,Not enough data,,
GJ 3341 b,1,1,0,14.207,0.089,,,6.6,,0.31,,,,,,3526,0.439,0.47,-0.09,-1.538,,23.619,Radial Velocity,2015,La Silla Observatory,Not enough data,,
GJ 338 B b,2,1,0,24.436,0.1415,,,10.435,,0.1095,,391,,,,4009.5,0.58,0.64,-0.03,-1.10127,4,6.33256,Radial Velocity,2020,Calar Alto Observatory,Not enough data,,
GJ 3512 b,1,2,0,203.64,0.3375,,,146.6781786,,0.4378,,,,,,3081,0.139,0.123,-0.07,-2.8041,5.5,9.48637,Radial Velocity,2019,Calar Alto Observatory,Not enough data,,
GJ 3512 c,1,2,0,1599.6,1.292,,,63.5656814,,0.0183,,,,,,3081,0.139,0.123,-0.07,-2.8041,5.5,9.48637,Radial Velocity,2020,Multiple Observatories,Not enough data,,
GJ 357 c,1,3,0,9.1247,0.061,,,3.4,,,4.45,401.2,,,,3505,0.337,0.342,-0.12,-1.79833,,9.44181,Radial Velocity,2019,Multiple Observatories,Not enough data,,
GJ 357 d,1,3,0,55.661,0.204,,,6.1,,,0.38,219.6,,,,3505,0.337,0.342,-0.12,-1.79833,,9.44181,Radial Velocity,2019,Multiple Observatories,Not enough data,,
GJ 3634 b,1,1,0,2.64561,0.0287,,8.4,8.4,,0.08,,,59,,,,0.43,0.45,,-1.699,5,20.3779,Radial Velocity,2010,La Silla Observatory,Not enough data,,
GJ 367 c,1,3,0,11.5301,,,,4.13,,0.09,,,,,,3522,0.458,0.455,-0.01,-1.5391,,9.41263,Radial Velocity,2023,La Silla Observatory,Not enough data,,
GJ 367 d,1,3,0,34.369,,,,6.03,,0.14,,,,,,3522,0.458,0.455,-0.01,-1.5391,,9.41263,Radial Velocity,2023,La Silla Observatory,Not enough data,,
GJ 3779 b,1,1,0,3.0232,0.026,,,8,,0.07,,,,,,3324,0.281,0.27,0,-2.06198,,13.743,Radial Velocity,2018,Calar Alto Observatory,Not enough data,,
GJ 393 b,1,1,0,7.02679,0.05402,,,1.71,,,9.21,485,,,,3579,0.426,0.426,-0.09,-1.57073,,7.03149,Radial Velocity,2021,Multiple Observatories,Not enough data,,
GJ 3942 b,1,1,0,6.905,0.0608,,,7.14,,0.121,,590,,,,3867,0.61,0.63,-0.04,-1.12,,16.9287,Radial Velocity,2017,Roque de los Muchachos Observatory,Not enough data,,
GJ 3998 b,1,3,0,2.65005,0.0295,,,2.485,,0,48,,,,,3724,0.495,0.51,-0.145,-1.37261,8.38,18.1459,Radial Velocity,2016,Roque de los Muchachos Observatory,Not enough data,,
GJ 3998 c,1,3,0,13.7335,0.0895,,,6.54,,0.0245,5.4,,,,,3724,0.495,0.51,-0.145,-1.37261,8.38,18.1459,Radial Velocity,2016,Roque de los Muchachos Observatory,Not enough data,,
GJ 3998 d,1,3,0,41.78,0.189,,,6.07,,0,1.2,,,,,3726,0.5,0.52,-0.13,-1.358,8.38,18.1459,Radial Velocity,2025,Multiple Observatories,Not enough data,,
GJ 422 b,1,1,0,23.145,0.115,,,10.485,,0.08,,,,,,3323,,0.35,,-1.95861,,12.6631,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 4276 b,1,1,0,13.352,0.082,,,16.57,,0.37,,,,,,3387,0.407,0.406,0.12,-1.70553,6.9,21.3362,Radial Velocity,2019,Calar Alto Observatory,Not enough data,,
GJ 433 b,1,3,0,7.3707,0.06,,,5.9165,,0.065,,,,,,3472,0.5,0.48,-0.195,-1.583985,,9.06456,Radial Velocity,2011,La Silla Observatory,Not enough data,,
GJ 433 c,1,3,0,4247.0525,4.2095,,,38.711,,0.1,,,,,,3472,,0.48,,-1.69897,,9.06456,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 433 d,1,3,0,36.059,0.178,,,5.223,,0.07,,,,,,,,0.48,,,,9.06456,Radial Velocity,2020,Multiple Facilities,Not enough data,,
GJ 463 b,1,1,0,3448,3.53,,1112.399425,1080.616584,,0.09,,,89.5,,,3540,0.49,0.49,,,,18.3554,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GJ 480 b,1,1,0,9.567,0.068,,,13.2,,0.1,,,,,,,,0.45,,,,14.2358,Radial Velocity,2020,Multiple Observatories,Not enough data,,
GJ 536 b,1,1,0,8.7078,0.066805,,,5.94,,0.0995,,,,,,3679.5,0.5039095,0.512865,-0.08,-1.375165,,10.4092,Radial Velocity,2016,La Silla Observatory,Not enough data,,
GJ 581 b,1,3,0,5.3686,0.0406163,,20.5,15.8,,0,,,47,,,3443.195,0.308627,0.3103735,-0.0881,-1.886,3.15,6.2981,Radial Velocity,2005,La Silla Observatory,Not enough data,,
GJ 581 c,1,3,0,12.91905,0.0725465,,6.81,5.55,,0.0595,,,47,,,3443.195,0.315254,0.310747,-0.08405,-1.885625,4.3,6.2981,Radial Velocity,2007,La Silla Observatory,Not enough data,,
GJ 581 e,1,3,0,3.149,0.0284533,,2.48,1.7,,0,,,47,,,3396,0.315851,0.3103735,-0.08,-1.885625,4.3,6.2981,Radial Velocity,2009,La Silla Observatory,Not enough data,,
GJ 625 b,1,1,0,14.628,0.078361,,,2.82,,0.13,,,,,,3499,0.31,0.3,-0.38,-1.894,,6.47249,Radial Velocity,2017,Multiple Observatories,Not enough data,,
GJ 649 b,1,1,0,600.1,1.1325,,,87.40281192,,0.17,,,,,,3734,0.500864,0.529834,0.0444,-1.361,,10.3796,Radial Velocity,2009,W. M. Keck Observatory,Not enough data,,
GJ 667 C b,3,5,0,7.2004,0.0502155,,,5.6305,,0.15,,,,,,3650,,0.33,-0.55,-1.863,2,7.24396,Radial Velocity,2012,La Silla Observatory,Not enough data,,
GJ 667 C c,3,5,0,28.1415,0.125,,,3.95,,0.2015,,,,,,3650,,0.33,-0.55,-1.863,2,7.24396,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 667 C e,3,5,0,62.24,0.213,,,2.7,,0.02,,,,,,3350,,0.33,-0.55,-1.863,2,7.24396,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 667 C f,3,5,0,39.026,0.156,,,2.7,,0.03,,,,,,3350,,0.33,-0.55,-1.863,2,7.24396,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 667 C g,3,5,0,256.2,0.549,,,4.6,,0.08,,,,,,3350,,0.33,-0.55,-1.863,2,7.24396,Radial Velocity,2013,La Silla Observatory,Not enough data,,
GJ 674 b,1,1,0,4.6938,0.039,,,11.09,,0.2,,,,,,3600,,0.35,-0.28,-1.796,0.55,4.54896,Radial Velocity,2007,La Silla Observatory,Not enough data,,
GJ 676 A b,2,4,0,1051.44521,1.812,,1985.161567,1576.4368,,0.326,,,46.9595,,,3734,0.69,0.71,0.155,,,16.0272,Radial Velocity,2010,La Silla Observatory,Not enough data,,
GJ 676 A c,2,4,0,10629.21151,8.163,,4288.140867,3224.692434,,0.295,,,33.69,,,,,0.626,,,,16.0272,Radial Velocity,2016,Paranal Observatory,Not enough data,,
GJ 676 A d,2,4,0,3.6005,0.04015,,,4.4,,0.192,,,,,,,,0.668,0.23,,,16.0272,Radial Velocity,2012,La Silla Observatory,Not enough data,,
GJ 676 A e,2,4,0,35.39,0.184,,,8.1,,0.152,,,,,,,,0.668,0.23,,,16.0272,Radial Velocity,2012,La Silla Observatory,Not enough data,,
GJ 680 b,2,1,0,17281.66514,10.138,,7977.493016,7977.493016,,0.381,,,21.984,,,,,0.456,,,,9.67315,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GJ 682 b,1,2,0,17.478,0.08,,,4.4,,0.08,,,,,,3028,,0.27,,-2.69897,,5.00671,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 682 c,1,2,0,57.32,0.176,,,8.7,,0.1,,,,,,3028,,0.27,,-2.69897,,5.00671,Radial Velocity,2014,Multiple Observatories,Not enough data,,
GJ 685 b,1,1,0,24.16,0.1344,,,9,,0,,,,,,3816,0.54,0.55,-0.15,-1.253,,14.3155,Radial Velocity,2019,Roque de los Muchachos Observatory,Not enough data,,
GJ 687 b,1,2,0,38.141,0.164665,,,17.98495546,,0.0965,,,,,,3413,0.4183,0.415417,0.10655,-1.672,,4.54939,Radial Velocity,2014,Lick Observatory,Not enough data,,
GJ 687 c,1,2,0,727.562,1.165,,,16,,0.4,,,,,,,,0.4,,,,4.54939,Radial Velocity,2020,Multiple Observatories,Not enough data,,
GJ 720 A b,2,1,0,19.466,0.119,,,13.64,,0.12,,401,,,,3837,0.56,0.57,-0.14,-1.217,,15.5575,Radial Velocity,2021,Roque de los Muchachos Observatory,Not enough data,,
GJ 806 c,1,2,0,6.64064,0.0523,,,5.8,,,9.5,490,,,,3600,0.4144,0.413,-0.28,-1.58528,5,12.0445,Radial Velocity,2023,Multiple Observatories,Not enough data,,
GJ 832 b,1,1,0,3610,3.53,,284.4564243,216,,0.08,,,52.95,,,3472,0.4607785,0.45,-0.3,-1.585,8.1,4.96435,Radial Velocity,2008,Anglo-Australian Telescope,Not enough data,,
GJ 849 b,1,2,0,1915,2.35,,,286.0455663,,0.045,,,,,,3437,0.466185,0.49,0.22,-1.58295,3,8.80058,Radial Velocity,2006,W. M. Keck Observatory,Not enough data,,
GJ 849 c,1,2,0,5990,4.962,,,314.6501229,,0.0955,,,,,,3514.84,0.459229,0.49,0.22,-1.59,,8.80058,Radial Velocity,2014,W. M. Keck Observatory,Not enough data,,
GJ 86 b,2,1,0,15.76491,0.113,,,1284.0332,,0.0416,,,,,,5166.5,0.77,0.8,-0.244,,,10.7836,Radial Velocity,1999,La Silla Observatory,Not enough data,,
GJ 876 b,1,4,0,61.065,0.2105,,839.04,804.076,,0.0338,,,56.095,,,3271,0.352224,0.336778,0.13145,-1.89295,1.775,4.67517,Radial Velocity,1998,Multiple Observatories,Not enough data,,
GJ 876 c,1,4,0,30.126,0.132,,258.6375,251.075,,0.25591,,,53.19,,,3271,0.352224,0.336778,0.13145,-1.89295,1.775,4.67517,Radial Velocity,2000,Multiple Observatories,Not enough data,,
GJ 876 d,1,4,0,1.937848,0.021,,7.49,7.4,,0.124,,,59,,,3271,0.352224,0.336778,0.13145,-1.89295,1.775,4.67517,Radial Velocity,2005,W. M. Keck Observatory,Not enough data,,
GJ 876 e,1,4,0,124.4,0.345,,15.59,16.58,,0.04,,,59,,,3271,0.326112,0.336778,,-1.899765,1,4.67517,Radial Velocity,2010,W. M. Keck Observatory,Not enough data,,
GJ 887 c,1,2,0,21.789,0.12,,,7.6,,,2.56,352,,,,3688,0.4712,0.489,-0.06,-1.43415,2.88,3.29,Radial Velocity,2020,La Silla Observatory,Not enough data,,
GJ 896 A b,2,1,0,284.39,0.63965,,718.2921998,718.2921998,,0.35,,,69.2,,,,,0.43599,,,,6.26022,Astrometry,2022,Very Long Baseline Array,Not enough data,,
GJ 900 b,3,1,0,,12000,,3496.112477,3496.112477,,,,,,,,,,1.08,-0.63,,0.2,20.8065,Imaging,2024,Multiple Observatories,Not enough data,,
GJ 9066 c,1,1,0,769.6235,0.875,,,69.17198274,,0.395,,,,,,3154,0.164,0.15,-0.13,-2.59517,,4.471,Radial Velocity,2020,Multiple Observatories,Not enough data,,
GJ 9404 b,1,1,0,13.4586,0.0943,,,11.9,,0.49,,,,,,,,0.62,,,,23.8839,Radial Velocity,2023,Roque de los Muchachos Observatory,Not enough data,,
GJ 96 b,1,1,0,73.94,0.291,,,19.66,,0.44,,,,,,3785,,0.6,0.14,-1.05159,,11.9315,Radial Velocity,2018,Haute-Provence Observatory,Not enough data,,
GJ 9689 b,1,1,0,18.27,0.1139,,,9.65,,0.29,,453.04,,,,3836,0.57,0.59,0.05,-1.2,8.9,30.6203,Radial Velocity,2020,Roque de los Muchachos Observatory,Not enough data,,
GJ 9714 b,1,1,0,19240.75467,12.319,,2988.540511,2988.540511,,0.155,,,155.326,,,,,0.67,,,,20.5121,Radial Velocity,2022,Multiple Observatories,Not enough data,,
GQ Lup b,1,1,0,,100,42.5807,8104.365,8104.365,,,,2525,,,,4360,1.94153,0.7,,,0.001,151.169,Imaging,2004,Paranal Observatory,Not enough data,,
GU Psc b,1,1,0,,2000,14.179,3591.3,3591.3,,,,1050,,,,,,0.325,0.1,,0.1,47.5501,Imaging,2014,Gemini Observatory,Not enough data,,
Gaia-4 b,1,1,0,571.3,,,3750.375203,3750.375203,,0.338,,,116.9,,,4034,0.624,0.644,0.05,-0.99957,6.8,73.4829,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,Not enough data,,
Gaia-5 b,1,1,0,358.62,,,6633.078854,6633.078854,,0.6423,,,129.7,,,3447,0.345,0.339,-0.18,-1.82594,8.2,41.1813,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,Not enough data,,
Gaia22dkvL b,1,1,0,,1.68,,261.2549506,261.2549506,,,,,,,,,,1.145,,,,1040,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,Not enough data,,
Gl 378 b,1,1,0,3.822,0.039435,,,13.02,,0.109,,830,,,,3879,0.56,0.56,0.06,-1.22185,,14.9545,Radial Velocity,2019,Haute-Provence Observatory,Not enough data,,
Gl 410 b,1,1,0,6.02,0.0531,,,8.4,,,,,,,,3842,0.543,0.55,0.05,-1.239,0.48,11.9324,Radial Velocity,2025,Mauna Kea Observatory,Not enough data,,
Gl 49 b,2,1,0,13.8508,0.0905,,,5.63,,0.363,,,,,,3805,0.511,0.515,0.13,-1.30645,,9.8528,Radial Velocity,2019,Multiple Observatories,Not enough data,,
Gl 686 b,1,1,0,15.5314,0.091,,,6.64,,0.05,,379,,,,3656,0.427,0.426,-0.23,-1.53,,8.15728,Radial Velocity,2018,Roque de los Muchachos Observatory,Not enough data,,
Gl 725 A b,2,1,0,11.2201,0.068,,,2.78,,0,,,,,,3433,0.351,0.33,-0.19,-1.809,6.2,3.5214,Radial Velocity,2025,Multiple Observatories,Not enough data,,
HAT-P-11 c,1,2,0,3397,4.115,,791.3945654,731.009,,0.604,,,84.4,,,4716.5,0.7115,0.809,0.31,,4.595,37.7647,Radial Velocity,2018,W. M. Keck Observatory,Not enough data,,
HAT-P-13 c,1,2,0,445.82,1.223,,,4643.39815,,0.6585,,340,,,,5653,1.658,1.32,0.435,0.346,5,246.81,Radial Velocity,2009,W. M. Keck Observatory,Not enough data,,
HAT-P-17 c,1,2,0,3972,4.67,,,915.3504,,0.295,,,,,,5246,0.838,0.857,0,-0.303965,7.8,92.3831,Radial Velocity,2010,W. M. Keck Observatory,Not enough data,,
HAT-P-2 c,1,2,0,8500,,,3400.763955,3400.763955,,0.37,,,90,,,,,1.33,,,,127.774,Radial Velocity,2023,Multiple Observatories,Not enough data,,
HAT-P-44 c,1,2,0,872.2,1.752,,,1271.3,,0.494,,,,,12.072,5295,0.949,0.942,0.33,-0.194,7.5,347.85,Radial Velocity,2014,W. M. Keck Observatory,Not enough data,,
HD 100546 b,1,1,0,,53,77.3421,2701.54146,2701.54146,,,,,,,,10500,,2.4,,1.5,0.0055,109.677,Imaging,2014,Paranal Observatory,Not enough data,,
HD 100655 b,2,1,0,157.570005,0.72,,,526.00315,,0.0875,,,,,,4876,9.68,2.34,0.11,1.63347,,137.178,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,Not enough data,,
HD 100777 b,1,1,0,383.7,1.03,,390.9289406,368.67,,0.36,,,90,,,5557.5,1.04,1.01,-0.01,0.02119,3.85,49.5336,Radial Velocity,2007,La Silla Observatory,Not enough data,,
HD 101581 b,1,2,0,4.465518549,0.046,0.9208423,,,,,75.62205,787.49,87.78,0.01867607,1.6695743,4654.435,0.6303575,0.653,-0.343,,6.88,12.7781,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Not enough data,,
HD 101581 c,1,2,0,6.205741016,0.0573,0.97292569,,,,,48.96005,705.465,87.93,0.02309041,1.6593702,4654.435,0.6303575,0.653,-0.343,,6.88,12.7781,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Not enough data,,
HD 10180 c,1,6,0,5.75974,0.06411,,,13.160864,,0.059,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 10180 d,1,6,0,16.35745,0.128595,,,11.881987,,0.1095,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 10180 e,1,6,0,49.7465,0.2699,,,25.3426575,,0.0385,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 10180 f,1,6,0,122.752,0.4929,,,23.423663,,0.127,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 10180 g,1,6,0,602.935,1.4245,,,22.332578,,0.2265,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 10180 h,1,6,0,2213.5,3.3905,,,65.031839,,0.0875,,,90,,,5911,1.109,1.06,0.08,0.17319,4.3,38.9607,Radial Velocity,2010,La Silla Observatory,Not enough data,,
HD 101930 b,2,1,0,70.46,0.301,,,87.39875,,0.11,,,,,,5093.5,0.86,0.655,0.16,-0.3098,,30.0274,Radial Velocity,2005,La Silla Observatory,Not enough data,,
HD 102117 b,1,1,0,20.8079,0.15,,,54.664,,0.106,,,,,,5667.88,1.236535,1.03,0.2843,0.176635,10,39.5792,Radial Velocity,2005,La Silla Observatory,Not enough data,,
HD 102195 b,1,1,0,4.1137725,0.0491,,,149.06052,,0.07,,,,,,5301,0.8275,0.895,0.05,-0.33116,2.4,29.3386,Radial Velocity,2006,Kitt Peak National Observatory,Not enough data,,
HD 102272 b,1,1,0,127.58,0.58,,,1671.7,,0.05,,,,,,4849,10.2,1.6,-0.335,,,347.097,Radial Velocity,2008,McDonald Observatory,Not enough data,,
HD 102329 b,1,2,0,778.09999,1.92,,,2234.2964,,0.2105,,,,,,4787.5,8.06,2.58,0.175,1.29226,1.6,217.107,Radial Velocity,2011,W. M. Keck Observatory,Not enough data,,
HD 102329 c,1,2,0,1123,,,,483.1016,,0.209,,,,,,,,1.3,,,,217.107,Radial Velocity,2018,W. M. Keck Observatory,Not enough data,,
HD 102365 b,2,1,0,122.1,0.46,,,16,,0.34,,,,,,5630,,0.85,-0.26,,9,9.2894,Radial Velocity,2010,Anglo-Australian Telescope,Not enough data,,
HD 102843 b,1,1,0,3090.942,4.074,,,113.9,,0.11,,,,,,5436,,0.95,,,,62.758,Radial Velocity,2019,Las Campanas Observatory,Not enough data,,
HD 102888 b,1,1,0,252.06,1.05,,,1808.443636,,0.11,,,,,,4990,8.6,2.42,0.07,1.61584,,126.484,Radial Velocity,2025,La Silla Observatory,Not enough data,,
HD 102956 b,2,1,0,6.4948,0.0807,,,305.1,,0.048,,,,,,4994,4.41,1.66,0.16,1.06446,2.3,121.89,Radial Velocity,2010,W. M. Keck Observatory,Not enough data,,
HD 103197 b,1,1,0,47.84,0.2495,,,29.90235,,0,,,,,,5276.5,0.88,0.85,0.215,-0.3279,9.1,57.1463,Radial Velocity,2009,La Silla Observatory,Not enough data,,
HD 103720 b,1,1,0,4.5557,0.0498,,,197.046,,0.086,,,,,,5017,0.73,0.794,-0.02,,3.8,45.5352,Radial Velocity,2014,La Silla Observatory,Not enough data,,
HD 103774 b,2,1,0,5.8881,0.07,,,116,,0.09,,,,,,6489,,1.335,0.28,0.544,1.05,56.4089,Radial Velocity,2013,La Silla Observatory,Not enough data,,
HD 103891 b,1,1,0,1906.5,3.2625,,918.5240962,688.0985012,,0.31,,,27.4,,,6072,2.22,1.28,-0.19,0.78604,3.68,55.5213,Radial Velocity,2022,La Silla Observatory,Not enough data,,
HD 103949 b,1,1,0,120.878,0.439,,,11.2,,0.19,,,,,,4792,,0.77,,,,26.4997,Radial Velocity,2019,Las Campanas Observatory,Not enough data,,
HD 104067 b,1,2,0,55.817,0.2658,,,60.5425,,0.0615,,,,,,4945.505,0.78,0.8042715,0.0433,,4.33,20.3632,Radial Velocity,2009,La Silla Observatory,Not enough data,,
HD 104067 c,1,2,0,13.8992,0.1058,,,13.2,,0.29,,,,,,4952,0.78,0.82,0.11,,,20.3632,Radial Velocity,2024,Multiple Observatories,Not enough data,,
HD 10442 b,1,1,0,1043,2.1825,,,576.84495,,0.11,,,,,,4973,1.97,1.285,0.11,0.31,10.65,135.374,Radial Velocity,2014,W. M. Keck Observatory,Not enough data,,
HD 104985 b,1,1,0,199.505,0.78,,,2000,,0.047,,,,,,4738,11.12,1.76,-0.32,1.77402,,100.576,Radial Velocity,2003,Okayama Astrophysical Observatory,Not enough data,,
HD 105618 b,1,2,0,10.02245,0.091,,,25.42627256,,0.455,,,,,,,,1.01,,,,70.0837,Radial Velocity,2022,Multiple Observatories,Not enough data,,
HD 105618 c,1,2,0,77114.07158,35.731,,8419.59233,8419.59233,,0.126,,,31.968,,,,,1.01,,,,70.0837,Radial Velocity,2022,Multiple Observatories,Not enough data,,
HD 105779 b,1,1,0,2412,3.38,,,203.4101805,,0,,,,,,5792,0.94,0.89,-0.25,-0.10791,7.54,55.2411,Radial Velocity,2022,La Silla Observatory,Not enough data,,
